	CAR1_ita_i	CAR2_ita_i	CAR3_ita_i	CAR4_ita_i	CD1_ita_i	CD2_ita_i	CD3_ita_i	CD4_ita_i	CS1_ita_i	CS2_ita_i	CS3_ita_i	CS4_ita_i	DD1_ita_i	DD2_ita_i	DD3_ita_i	DD4_ita_i	DS1_ita_i	DS2_ita_i	DS3_ita_i	DS4_ita_i	CAR1_ita_n	CAR2_ita_n	CAR3_ita_n	CAR4_ita_n	CD1_ita_n	CD2_ita_n	CD3_ita_n	CD4_ita_n	CS1_ita_n	CS2_ita_n	CS3_ita_n	CS4_ita_n	DD1_ita_n	DD2_ita_n	DD3_ita_n	DD4_ita_n	DS1_ita_n	DS2_ita_n	DS3_ita_n	DS4_ita_n	CD1_spa_i	CD2_spa_i	CD3_spa_i	CD4_spa_i	CS1_spa_i	CS2_spa_i	CS3_spa_i	CS4_spa_i	DD1_spa_i	DD2_spa_i	DD3_spa_i	DD4_spa_i	DS1_spa_i	DS2_spa_i	DS3_spa_i	DS4_spa_i	CD1_spa_n	CD2_spa_n	CD3_spa_n	CD4_spa_n	CS1_spa_n	CS2_spa_n	CS3_spa_n	CS4_spa_n	DD1_spa_n	DD2_spa_n	DD3_spa_n	DD4_spa_n
Alkalihalobacillus	530.0	66.0	52.0	32.0	58.0	40.0	55.0	44.0	26.0	47.0	151.0	37.0	271.0	634.0	470.0	640.0	289.0	340.0	774.0	616.0	11.0	0	0	0	1.0	0	1.0	0	2.0	7.0	3.0	0	6.0	5.0	8.0	1.0	2.0	0	4.0	4.0	27.0	47.0	19.0	63.0	6.0	10.0	15.0	13.0	91.0	87.0	93.0	203.0	32.0	37.0	158.0	27.0	0	1.0	0	2.0	0	0	1.0	0	0	4.0	3.0	2.0
Rossellomorea	492.0	81.0	46.0	59.0	150.0	79.0	127.0	59.0	39.0	79.0	238.0	55.0	273.0	597.0	497.0	701.0	348.0	427.0	890.0	668.0	10.0	0	0	0	2.0	0	1.0	3.0	0	6.0	4.0	0	2.0	2.0	8.0	3.0	8.0	3.0	5.0	3.0	18.0	51.0	79.0	85.0	22.0	14.0	21.0	36.0	154.0	210.0	223.0	391.0	85.0	64.0	374.0	80.0	1.0	0	2.0	1.0	0	0	0	1.0	6.0	5.0	2.0	10.0
Parageobacillus	457.0	78.0	66.0	33.0	120.0	575.0	111.0	416.0	54.0	102.0	178.0	65.0	273.0	572.0	438.0	623.0	293.0	402.0	570.0	466.0	10.0	0	0	0	0	0	1.0	0	1.0	2.0	7.0	0	2.0	0	4.0	2.0	2.0	4.0	4.0	5.0	1351.0	2935.0	449.0	342.0	236.0	82.0	53.0	30.0	2473.0	3177.0	10654.0	22731.0	4934.0	5566.0	25059.0	4229.0	98.0	51.0	224.0	86.0	32.0	56.0	54.0	9.0	35.0	46.0	191.0	451.0
Salicibibacter	448.0	32.0	17.0	4.0	60.0	67.0	99.0	37.0	30.0	42.0	88.0	19.0	234.0	735.0	368.0	306.0	177.0	168.0	386.0	283.0	3.0	1.0	0	0	1.0	0	0	1.0	1.0	0	4.0	0	1.0	0	4.0	3.0	1.0	0	5.0	1.0	64.0	103.0	33.0	47.0	8.0	5.0	13.0	6.0	70.0	98.0	43.0	59.0	15.0	8.0	50.0	19.0	0	0	0	0	0	0	1.0	0	2.0	3.0	0	4.0
Tepidibacillus	425.0	16.0	6.0	1.0	34.0	69.0	33.0	13.0	12.0	14.0	44.0	16.0	250.0	715.0	289.0	159.0	185.0	111.0	430.0	292.0	3.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	4.0	0	1.0	1.0	4.0	3.0	24.0	59.0	23.0	21.0	7.0	4.0	8.0	5.0	46.0	39.0	33.0	63.0	16.0	4.0	76.0	15.0	0	0	0	0	0	0	1.0	0	2.0	1.0	0	1.0
Aeribacillus	387.0	78.0	10.0	12.0	98.0	673.0	26.0	462.0	29.0	100.0	98.0	34.0	228.0	416.0	443.0	369.0	272.0	276.0	367.0	317.0	15.0	2.0	0	0	1.0	0	1.0	0	0	8.0	1.0	0	0	1.0	2.0	1.0	2.0	1.0	1.0	1.0	1257.0	3222.0	138.0	282.0	11.0	37.0	13.0	15.0	2270.0	3565.0	10973.0	26938.0	4660.0	6308.0	30074.0	4130.0	10.0	31.0	1.0	6.0	0	0	0	1.0	8.0	38.0	111.0	336.0
Salimicrobium	368.0	3.0	5.0	14.0	15.0	22.0	6.0	7.0	9.0	5.0	38.0	3.0	210.0	680.0	315.0	123.0	61.0	60.0	165.0	99.0	2.0	0	0	0	0	0	0	0	0	0	3.0	0	1.0	0	2.0	0	1.0	0	0	0	1.0	8.0	18.0	5.0	4.0	4.0	6.0	7.0	27.0	24.0	12.0	23.0	7.0	3.0	4.0	2.0	0	0	0	0	0	0	1.0	0	0	1.0	1.0	0
Radiobacillus	367.0	23.0	21.0	13.0	31.0	48.0	27.0	44.0	19.0	35.0	85.0	18.0	208.0	547.0	275.0	313.0	179.0	178.0	444.0	281.0	7.0	0	0	0	1.0	0	0	0	0	1.0	1.0	0	2.0	0	3.0	0	4.0	2.0	3.0	0	7.0	23.0	30.0	71.0	7.0	6.0	11.0	8.0	49.0	47.0	30.0	78.0	22.0	2.0	42.0	17.0	0	0	0	1.0	0	0	1.0	0	0	4.0	0	2.0
Pontibacillus	365.0	73.0	34.0	35.0	104.0	70.0	132.0	54.0	40.0	118.0	195.0	136.0	161.0	365.0	378.0	551.0	213.0	315.0	581.0	470.0	6.0	0	0	0	0	0	2.0	1.0	1.0	5.0	5.0	0	0	0	4.0	1.0	3.0	2.0	3.0	4.0	10.0	46.0	58.0	93.0	9.0	7.0	10.0	10.0	78.0	80.0	65.0	115.0	38.0	7.0	92.0	29.0	1.0	0	0	0	0	0	0	2.0	1.0	3.0	1.0	2.0
Fictibacillus	362.0	70.0	28.0	34.0	145.0	86.0	230.0	137.0	35.0	107.0	220.0	124.0	203.0	366.0	351.0	629.0	351.0	335.0	587.0	499.0	7.0	1.0	0	0	2.0	0	1.0	0	1.0	8.0	6.0	0	1.0	2.0	6.0	2.0	6.0	2.0	3.0	2.0	14.0	53.0	60.0	72.0	8.0	11.0	20.0	16.0	113.0	123.0	128.0	211.0	36.0	19.0	213.0	50.0	0	1.0	0	0	0	0	1.0	0	1.0	3.0	2.0	2.0
Gracilibacillus	347.0	53.0	55.0	33.0	114.0	72.0	68.0	15.0	30.0	53.0	152.0	41.0	193.0	366.0	381.0	546.0	270.0	298.0	547.0	328.0	9.0	0	0	0	0	0	1.0	0	1.0	1.0	3.0	1.0	2.0	0	6.0	1.0	0	1.0	5.0	1.0	16.0	35.0	63.0	86.0	7.0	9.0	27.0	22.0	79.0	108.0	87.0	190.0	36.0	7.0	73.0	32.0	1.0	1.0	0	0	0	0	1.0	1.0	1.0	3.0	3.0	2.0
Shouchella	345.0	49.0	36.0	29.0	105.0	124.0	74.0	40.0	45.0	59.0	126.0	39.0	167.0	363.0	396.0	604.0	284.0	333.0	647.0	501.0	6.0	0	0	0	0	0	1.0	1.0	0	5.0	4.0	1.0	0	0	5.0	0	1.0	0	3.0	0	77.0	412.0	41.0	82.0	7.0	11.0	5.0	14.0	103.0	100.0	103.0	119.0	39.0	7.0	84.0	27.0	1.0	2.0	0	2.0	0	0	0	0	0	4.0	0	3.0
Siminovitchia	326.0	59.0	28.0	16.0	76.0	62.0	44.0	16.0	32.0	31.0	93.0	33.0	200.0	457.0	387.0	371.0	229.0	238.0	711.0	329.0	6.0	0	0	0	0	0	1.0	0	0	1.0	0	0	1.0	1.0	1.0	4.0	2.0	3.0	8.0	5.0	33.0	65.0	37.0	61.0	1.0	9.0	21.0	16.0	71.0	97.0	149.0	341.0	70.0	63.0	344.0	69.0	0	0	1.0	1.0	0	1.0	1.0	0	1.0	3.0	5.0	3.0
Mangrovibacillus	311.0	67.0	27.0	29.0	21.0	13.0	6.0	5.0	11.0	18.0	46.0	8.0	142.0	327.0	271.0	388.0	172.0	214.0	457.0	325.0	1.0	1.0	0	0	0	0	0	0	0	2.0	0	0	1.0	0	0	0	1.0	0	2.0	0	1.0	4.0	18.0	33.0	4.0	4.0	7.0	9.0	31.0	34.0	34.0	40.0	19.0	5.0	21.0	13.0	0	0	0	0	0	0	0	0	0	0	0	0
Ornithinibacillus	299.0	27.0	17.0	9.0	39.0	44.0	13.0	3.0	10.0	14.0	61.0	13.0	150.0	386.0	223.0	231.0	125.0	137.0	303.0	184.0	3.0	0	0	0	1.0	0	0	0	0	1.0	0	0	0	3.0	1.0	0	2.0	0	3.0	1.0	9.0	18.0	13.0	49.0	9.0	3.0	11.0	11.0	31.0	58.0	15.0	51.0	21.0	4.0	36.0	13.0	0	1.0	0	1.0	0	0	0	1.0	1.0	4.0	0	2.0
Alkalihalophilus	287.0	85.0	15.0	38.0	73.0	54.0	40.0	41.0	13.0	19.0	53.0	11.0	136.0	165.0	255.0	783.0	303.0	323.0	462.0	575.0	7.0	0	0	0	1.0	0	0	0	1.0	4.0	2.0	0	0	0	1.0	4.0	8.0	2.0	4.0	4.0	5.0	12.0	19.0	44.0	1.0	1.0	6.0	6.0	50.0	40.0	32.0	65.0	7.0	2.0	105.0	8.0	0	0	1.0	0	1.0	0	0	0	2.0	0	1.0	3.0
Fervidibacillus	261.0	46.0	23.0	20.0	57.0	34.0	32.0	30.0	15.0	26.0	60.0	16.0	114.0	302.0	253.0	380.0	151.0	191.0	403.0	324.0	2.0	0	0	0	0	0	0	0	0	3.0	2.0	1.0	1.0	0	2.0	1.0	2.0	0	1.0	0	25.0	35.0	30.0	50.0	4.0	7.0	7.0	10.0	51.0	73.0	154.0	271.0	93.0	106.0	487.0	71.0	1.0	0	0	0	1.0	0	1.0	0	3.0	3.0	3.0	3.0
Amphibacillus	255.0	52.0	71.0	15.0	42.0	38.0	21.0	2.0	28.0	33.0	69.0	11.0	267.0	237.0	258.0	360.0	168.0	171.0	371.0	233.0	4.0	0	0	0	1.0	0	0	0	0	0	2.0	0	1.0	0	2.0	3.0	2.0	0	6.0	1.0	7.0	17.0	39.0	67.0	4.0	7.0	6.0	9.0	95.0	45.0	43.0	55.0	21.0	2.0	89.0	29.0	0	0	1.0	0	1.0	0	1.0	1.0	1.0	3.0	0	1.0
Anaerobacillus	246.0	118.0	32.0	44.0	33.0	46.0	67.0	24.0	21.0	21.0	63.0	30.0	129.0	223.0	293.0	494.0	193.0	304.0	445.0	463.0	3.0	1.0	0	0	0	0	0	0	1.0	1.0	4.0	0	0	0	1.0	4.0	3.0	3.0	1.0	2.0	9.0	21.0	11.0	24.0	3.0	5.0	10.0	12.0	41.0	44.0	44.0	99.0	18.0	2.0	62.0	20.0	0	0	1.0	2.0	0	0	1.0	0	0	1.0	0	0
Lentibacillus	242.0	44.0	37.0	11.0	48.0	39.0	94.0	17.0	24.0	32.0	100.0	22.0	134.0	268.0	245.0	329.0	169.0	236.0	448.0	354.0	6.0	0	0	0	1.0	0	0	0	1.0	2.0	2.0	0	0	0	3.0	0	3.0	1.0	4.0	1.0	13.0	28.0	47.0	49.0	3.0	6.0	6.0	14.0	68.0	54.0	70.0	166.0	32.0	12.0	105.0	23.0	1.0	0	0	1.0	0	0	0	0	1.0	5.0	0	4.0
Gottfriedia	225.0	34.0	18.0	14.0	33.0	30.0	48.0	15.0	32.0	23.0	78.0	19.0	113.0	214.0	262.0	322.0	174.0	201.0	296.0	309.0	3.0	0	0	0	0	0	0	0	1.0	2.0	0	0	0	0	5.0	0	2.0	1.0	1.0	1.0	11.0	13.0	25.0	59.0	9.0	4.0	6.0	14.0	78.0	76.0	66.0	159.0	33.0	27.0	118.0	43.0	0	1.0	1.0	2.0	0	0	0	0	0	3.0	2.0	1.0
Terribacillus	221.0	43.0	22.0	33.0	68.0	59.0	58.0	17.0	29.0	41.0	116.0	27.0	143.0	309.0	195.0	289.0	162.0	227.0	425.0	263.0	7.0	0	0	0	2.0	0	0	0	0	1.0	6.0	1.0	1.0	0	0	0	4.0	0	0	1.0	9.0	28.0	42.0	61.0	5.0	6.0	14.0	10.0	63.0	66.0	55.0	96.0	20.0	3.0	40.0	13.0	0	1.0	0	0	0	0	0	1.0	1.0	2.0	1.0	2.0
Paraliobacillus	218.0	48.0	25.0	8.0	26.0	26.0	97.0	46.0	21.0	55.0	83.0	39.0	127.0	298.0	245.0	371.0	152.0	139.0	445.0	273.0	5.0	0	0	0	2.0	0	0	0	0	1.0	1.0	0	0	1.0	1.0	0	1.0	0	2.0	1.0	9.0	13.0	14.0	34.0	1.0	2.0	7.0	1.0	36.0	37.0	26.0	49.0	14.0	5.0	25.0	14.0	0	0	0	2.0	0	0	1.0	0	1.0	0	1.0	0
Evansella	206.0	35.0	27.0	21.0	53.0	84.0	150.0	79.0	56.0	115.0	146.0	83.0	110.0	206.0	203.0	319.0	128.0	200.0	381.0	277.0	2.0	0	0	0	1.0	0	1.0	0	0	12.0	5.0	1.0	2.0	0	1.0	0	0	1.0	1.0	0	20.0	41.0	35.0	63.0	10.0	6.0	11.0	13.0	57.0	100.0	93.0	207.0	39.0	46.0	188.0	46.0	0	0	0	1.0	0	0	1.0	0	1.0	3.0	3.0	0
Halalkalibacterium (ex Joshi et al. 2022)	163.0	28.0	17.0	6.0	25.0	38.0	40.0	14.0	29.0	8.0	44.0	8.0	96.0	170.0	116.0	169.0	124.0	118.0	187.0	156.0	4.0	0	0	0	0	0	1.0	0	0	1.0	3.0	0	0	0	3.0	1.0	0	0	0	0	39.0	256.0	13.0	19.0	9.0	3.0	8.0	8.0	37.0	65.0	39.0	66.0	12.0	2.0	36.0	13.0	0	1.0	0	0	0	0	1.0	0	0	1.0	0	4.0
Lederbergia	154.0	30.0	9.0	11.0	45.0	35.0	32.0	17.0	18.0	27.0	45.0	17.0	88.0	129.0	221.0	341.0	132.0	151.0	528.0	239.0	6.0	0	0	0	0	0	1.0	0	0	2.0	2.0	1.0	0	0	3.0	0	2.0	0	5.0	0	5.0	12.0	19.0	52.0	3.0	0	4.0	5.0	39.0	36.0	49.0	41.0	16.0	4.0	39.0	15.0	0	1.0	0	1.0	0	0	0	0	1.0	1.0	1.0	2.0
Halalkalibacter	150.0	26.0	12.0	9.0	23.0	34.0	16.0	9.0	18.0	27.0	91.0	26.0	75.0	166.0	216.0	293.0	78.0	152.0	237.0	202.0	1.0	1.0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	3.0	1.0	2.0	1.0	1.0	2.0	17.0	33.0	17.0	34.0	5.0	0	4.0	16.0	43.0	71.0	84.0	283.0	34.0	11.0	45.0	27.0	0	0	0	0	2.0	0	2.0	0	1.0	1.0	0	1.0
Salisediminibacterium	144.0	8.0	7.0	11.0	32.0	31.0	39.0	6.0	17.0	31.0	75.0	14.0	128.0	260.0	154.0	178.0	64.0	133.0	241.0	210.0	3.0	0	0	0	0	0	0	0	0	1.0	3.0	1.0	0	0	2.0	0	0	2.0	2.0	0	11.0	12.0	24.0	26.0	1.0	4.0	13.0	9.0	41.0	69.0	58.0	86.0	10.0	2.0	33.0	12.0	0	0	1.0	0	0	0	0	0	0	6.0	0	6.0
Caldifermentibacillus	138.0	15.0	7.0	10.0	20.0	35.0	21.0	26.0	14.0	17.0	46.0	3.0	67.0	179.0	118.0	90.0	59.0	74.0	129.0	104.0	12.0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	3.0	0	1.0	1.0	2.0	1.0	13.0	413.0	7.0	15.0	1.0	1.0	3.0	6.0	133.0	175.0	431.0	739.0	215.0	351.0	1981.0	254.0	1.0	3.0	0	0	0	0	0	0	0	2.0	2.0	11.0
Salipaludibacillus	138.0	29.0	13.0	16.0	261.0	112.0	416.0	149.0	26.0	77.0	71.0	26.0	62.0	188.0	122.0	168.0	57.0	86.0	167.0	147.0	3.0	0	0	0	0	0	0	0	0	1.0	4.0	0	0	1.0	4.0	0	1.0	0	0	0	1.0	12.0	23.0	31.0	1.0	1.0	3.0	5.0	24.0	25.0	15.0	32.0	5.0	4.0	41.0	7.0	0	0	0	1.0	0	0	2.0	0	1.0	1.0	1.0	0
Pradoshia	123.0	27.0	13.0	22.0	33.0	21.0	13.0	6.0	15.0	10.0	56.0	14.0	65.0	106.0	122.0	217.0	103.0	111.0	206.0	212.0	2.0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	0	0	1.0	2.0	0	2.0	0	1.0	4.0	7.0	19.0	34.0	0	1.0	8.0	8.0	30.0	45.0	28.0	62.0	18.0	1.0	41.0	10.0	0	0	1.0	0	0	0	0	0	0	1.0	2.0	0
Domibacillus	120.0	39.0	13.0	15.0	21.0	21.0	55.0	14.0	21.0	12.0	77.0	16.0	83.0	138.0	149.0	281.0	126.0	184.0	440.0	356.0	4.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	1.0	1.0	3.0	12.0	27.0	4.0	3.0	10.0	6.0	36.0	40.0	43.0	38.0	13.0	5.0	26.0	4.0	0	0	0	1.0	0	1.0	1.0	0	0	0	0	0
Pseudalkalibacillus	110.0	13.0	22.0	12.0	35.0	36.0	24.0	6.0	20.0	18.0	54.0	27.0	64.0	122.0	119.0	231.0	89.0	109.0	190.0	159.0	1.0	0	0	0	0	0	0	0	1.0	0	3.0	0	0	0	2.0	1.0	0	0	1.0	0	3.0	6.0	28.0	44.0	2.0	0	10.0	7.0	31.0	28.0	17.0	41.0	9.0	3.0	32.0	12.0	0	0	0	1.0	0	0	1.0	0	0	2.0	0	2.0
Ectobacillus	106.0	47.0	17.0	19.0	55.0	104.0	31.0	8.0	24.0	46.0	74.0	23.0	62.0	123.0	147.0	229.0	105.0	152.0	355.0	182.0	1.0	1.0	0	0	0	0	0	0	0	3.0	3.0	1.0	0	0	1.0	1.0	1.0	0	0	2.0	34.0	158.0	24.0	45.0	2.0	0	10.0	5.0	32.0	35.0	30.0	86.0	19.0	8.0	29.0	20.0	0	1.0	0	0	0	0	0	0	0	1.0	1.0	1.0
Caldalkalibacillus	106.0	4.0	6.0	4.0	24.0	31.0	43.0	73.0	7.0	16.0	29.0	14.0	64.0	177.0	111.0	64.0	49.0	74.0	128.0	96.0	1.0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	1.0	0	1.0	1.0	1.0	0	4.0	21.0	11.0	25.0	2.0	3.0	7.0	6.0	41.0	68.0	110.0	246.0	55.0	80.0	322.0	38.0	0	1.0	0	0	0	0	1.0	0	1.0	2.0	2.0	6.0
Sediminibacillus	89.0	16.0	4.0	3.0	19.0	16.0	25.0	6.0	6.0	14.0	33.0	11.0	25.0	110.0	99.0	99.0	55.0	74.0	104.0	117.0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	1.0	0	0	1.0	0	3.0	19.0	5.0	18.0	0	4.0	6.0	2.0	13.0	28.0	16.0	21.0	15.0	2.0	19.0	10.0	0	0	1.0	2.0	0	0	0	1.0	1.0	0	0	1.0
Allobacillus	88.0	20.0	37.0	14.0	24.0	32.0	22.0	9.0	13.0	23.0	44.0	22.0	52.0	84.0	68.0	177.0	79.0	85.0	167.0	119.0	1.0	0	0	0	1.0	0	0	0	0	0	0	1.0	0	0	0	0	3.0	1.0	1.0	0	9.0	16.0	24.0	34.0	2.0	4.0	13.0	11.0	29.0	26.0	28.0	35.0	12.0	10.0	38.0	15.0	0	0	0	0	0	0	1.0	0	0	0	0	1.0
Alkalicoccus	82.0	6.0	5.0	6.0	19.0	29.0	22.0	11.0	12.0	16.0	33.0	16.0	35.0	140.0	79.0	96.0	48.0	72.0	98.0	70.0	1.0	0	0	0	0	0	0	0	1.0	2.0	1.0	0	0	0	0	0	0	2.0	2.0	1.0	4.0	6.0	14.0	29.0	2.0	7.0	11.0	6.0	28.0	38.0	14.0	23.0	8.0	3.0	15.0	7.0	0	0	0	0	0	0	0	0	1.0	0	0	1.0
Paenalkalicoccus	62.0	6.0	13.0	6.0	30.0	10.0	27.0	21.0	14.0	6.0	18.0	8.0	41.0	132.0	105.0	150.0	79.0	78.0	154.0	120.0	3.0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	1.0	0	0	1.0	0	0	1.0	5.0	13.0	24.0	1.0	2.0	2.0	5.0	19.0	28.0	10.0	30.0	11.0	1.0	19.0	6.0	0	2.0	0	0	0	0	0	0	0	0	0	3.0
Caldibacillus	29.0	9.0	1.0	1.0	24.0	120.0	5.0	68.0	5.0	5.0	20.0	2.0	14.0	35.0	35.0	53.0	27.0	48.0	112.0	49.0	0	0	0	0	0	0	0	0	0	2.0	1.0	0	0	0	0	2.0	0	0	0	0	170.0	522.0	35.0	32.0	0	5.0	0	2.0	218.0	339.0	1077.0	2702.0	477.0	579.0	2679.0	416.0	0	2.0	0	1.0	0	0	0	0	1.0	1.0	15.0	45.0
Marinococcus	1.0	0	0	0	0	0	0	0	5.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exiguobacterium	36780.0	2116.0	441.0	765.0	38026.0	89339.0	2235.0	6477.0	33558.0	10816.0	5874.0	697.0	24434.0	46500.0	21942.0	94354.0	16915.0	20587.0	26459.0	85820.0	219.0	6.0	0	0	123.0	5.0	8.0	11.0	148.0	220.0	61.0	3.0	32.0	6.0	91.0	184.0	124.0	46.0	77.0	216.0	113050.0	619378.0	1973.0	9328.0	820.0	145.0	300.0	637.0	11941.0	44318.0	67791.0	21125.0	12444.0	1101.0	15941.0	4576.0	1505.0	4105.0	43.0	107.0	5.0	3.0	6.0	9.0	60.0	370.0	402.0	251.0
Hydrogenibacillus	23.0	13.0	1.0	5.0	45.0	61.0	123.0	39.0	11.0	20.0	58.0	26.0	58.0	104.0	71.0	40.0	46.0	74.0	92.0	82.0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	1.0	5.0	16.0	10.0	2.0	4.0	6.0	8.0	29.0	53.0	21.0	41.0	12.0	0	12.0	8.0	0	0	1.0	0	0	0	0	0	0	0	0	1.0
Staphylococcus	9784.0	12662.0	2169.0	2472.0	1693.0	2555.0	2117.0	1132.0	2510.0	4096.0	5364.0	2124.0	4789.0	13275.0	10970.0	19430.0	5977.0	8883.0	13233.0	10713.0	170.0	26.0	3.0	0	17.0	0	21.0	5.0	47.0	148.0	149.0	19.0	22.0	11.0	134.0	69.0	100.0	42.0	90.0	61.0	475.0	1118.0	1266.0	3204.0	677.0	383.0	1949.0	1234.0	8934.0	5110.0	23903.0	9992.0	2887.0	378.0	3313.0	11166.0	11.0	19.0	23.0	46.0	2.0	14.0	36.0	16.0	64.0	118.0	116.0	149.0
Nosocomiicoccus	2238.0	8017.0	3483.0	1118.0	57.0	149.0	42.0	61.0	641.0	1335.0	358.0	153.0	947.0	6111.0	3128.0	3291.0	1744.0	2223.0	2525.0	2507.0	16.0	15.0	1.0	0	3.0	0	0	0	10.0	55.0	12.0	1.0	3.0	0	14.0	9.0	29.0	7.0	8.0	8.0	16.0	41.0	105.0	320.0	18.0	12.0	333.0	45.0	4502.0	413.0	1470.0	2420.0	531.0	21.0	548.0	759.0	0	0	1.0	4.0	0	0	10.0	1.0	15.0	6.0	14.0	27.0
Mammaliicoccus	2065.0	23852.0	14020.0	17916.0	640.0	449.0	405.0	230.0	2058.0	3780.0	1767.0	461.0	707.0	2018.0	2812.0	2679.0	1199.0	2816.0	3611.0	1870.0	23.0	49.0	3.0	0	6.0	1.0	1.0	3.0	20.0	87.0	33.0	4.0	2.0	1.0	30.0	12.0	16.0	11.0	19.0	11.0	352.0	653.0	1003.0	4030.0	226.0	160.0	380.0	276.0	9515.0	1603.0	2788.0	3051.0	1815.0	41.0	319.0	2373.0	6.0	19.0	16.0	42.0	3.0	4.0	6.0	3.0	72.0	27.0	22.0	64.0
Jeotgalicoccus	1417.0	373.0	216.0	252.0	140.0	412.0	143.0	385.0	962.0	2117.0	1014.0	5632.0	756.0	1470.0	1312.0	1025.0	1003.0	890.0	1795.0	1703.0	11.0	2.0	0	0	2.0	2.0	1.0	3.0	13.0	53.0	19.0	25.0	1.0	0	9.0	6.0	19.0	3.0	8.0	7.0	283.0	247.0	924.0	3065.0	708.0	706.0	15782.0	929.0	14229.0	3044.0	601.0	2216.0	1094.0	39.0	414.0	1979.0	10.0	2.0	11.0	41.0	6.0	40.0	142.0	18.0	70.0	48.0	10.0	14.0
Macrococcoides	894.0	1111.0	520.0	212.0	245.0	111.0	112.0	95.0	591.0	409.0	334.0	152.0	451.0	4852.0	627.0	1525.0	427.0	1093.0	745.0	461.0	6.0	7.0	1.0	0	2.0	0	1.0	0	5.0	19.0	4.0	2.0	1.0	0	6.0	3.0	8.0	3.0	6.0	7.0	2422.0	26917.0	716.0	2857.0	247.0	123.0	166.0	404.0	2191.0	1824.0	25018.0	3121.0	2515.0	129.0	6411.0	5822.0	51.0	198.0	11.0	39.0	2.0	0	1.0	4.0	12.0	24.0	73.0	47.0
Macrococcus	541.0	209.0	113.0	65.0	109.0	60.0	97.0	20.0	96.0	165.0	198.0	91.0	369.0	1810.0	444.0	892.0	351.0	585.0	774.0	665.0	6.0	1.0	0	0	2.0	0	1.0	1.0	1.0	4.0	4.0	2.0	2.0	0	6.0	0	3.0	3.0	4.0	2.0	64.0	498.0	101.0	315.0	40.0	16.0	36.0	42.0	400.0	617.0	2585.0	849.0	318.0	19.0	223.0	533.0	3.0	4.0	0	4.0	0	0	1.0	0	2.0	2.0	5.0	5.0
Salinicoccus	119.0	26.0	83.0	16.0	33.0	51.0	34.0	30.0	40.0	87.0	117.0	255.0	95.0	147.0	92.0	87.0	102.0	233.0	306.0	365.0	5.0	0	0	0	0	0	1.0	1.0	0	6.0	1.0	1.0	0	0	0	1.0	0	0	7.0	4.0	22.0	19.0	29.0	56.0	16.0	17.0	130.0	14.0	384.0	198.0	182.0	197.0	86.0	29.0	162.0	65.0	0	0	0	4.0	0	0	2.0	2.0	1.0	5.0	3.0	2.0
Paenibacillus	14930.0	1701.0	938.0	750.0	4139.0	6327.0	9139.0	4097.0	1602.0	3080.0	9210.0	2741.0	10254.0	22675.0	14106.0	14025.0	8544.0	13390.0	16904.0	14933.0	300.0	16.0	1.0	0	24.0	1.0	45.0	11.0	19.0	189.0	199.0	27.0	29.0	16.0	173.0	68.0	113.0	118.0	167.0	95.0	766.0	1583.0	2737.0	2135.0	353.0	395.0	1077.0	1189.0	4418.0	6440.0	3574.0	7375.0	1311.0	562.0	3500.0	1547.0	23.0	34.0	45.0	32.0	7.0	18.0	39.0	26.0	43.0	221.0	91.0	189.0
Brevibacillus	1544.0	215.0	115.0	93.0	532.0	705.0	949.0	490.0	175.0	439.0	939.0	350.0	1127.0	2405.0	1701.0	1657.0	1084.0	1601.0	2122.0	1830.0	21.0	1.0	1.0	0	2.0	0	5.0	0	1.0	22.0	18.0	1.0	3.0	1.0	23.0	8.0	16.0	9.0	14.0	8.0	132.0	226.0	275.0	245.0	38.0	41.0	116.0	107.0	579.0	789.0	970.0	1767.0	470.0	177.0	1313.0	289.0	2.0	3.0	5.0	1.0	3.0	1.0	3.0	1.0	5.0	14.0	30.0	30.0
Cohnella	401.0	56.0	20.0	17.0	139.0	176.0	415.0	168.0	41.0	95.0	259.0	90.0	328.0	597.0	401.0	366.0	264.0	468.0	435.0	407.0	12.0	0	0	0	1.0	0	1.0	1.0	1.0	7.0	8.0	0	1.0	0	1.0	3.0	2.0	2.0	5.0	1.0	28.0	56.0	128.0	72.0	11.0	14.0	36.0	31.0	149.0	235.0	107.0	342.0	38.0	20.0	67.0	48.0	0	1.0	3.0	1.0	0	0	1.0	2.0	2.0	6.0	7.0	10.0
