	CAR1_ita_i	CAR2_ita_i	CAR3_ita_i	CAR4_ita_i	CD1_ita_i	CD1_spa_i	CD2_ita_i	CD2_spa_i	CD3_ita_i	CD3_spa_i	CD4_ita_i	CD4_spa_i	CS1_ita_i	CS1_spa_i	CS2_ita_i	CS2_spa_i	CS3_ita_i	CS3_spa_i	CS4_ita_i	CS4_spa_i	DD1_ita_i	DD1_spa_i	DD2_ita_i	DD2_spa_i	DD3_ita_i	DD3_spa_i	DD4_ita_i	DD4_spa_i	DS1_ita_i	DS1_spa_i	DS2_ita_i	DS2_spa_i	DS3_ita_i	DS3_spa_i	DS4_ita_i	DS4_spa_i	CAR1_ita_n	CAR2_ita_n	CAR3_ita_n	CAR4_ita_n	CD1_ita_n	CD1_spa_n	CD2_ita_n	CD2_spa_n	CD3_ita_n	CD3_spa_n	CD4_ita_n	CD4_spa_n	CS1_ita_n	CS1_spa_n	CS2_ita_n	CS2_spa_n	CS3_ita_n	CS3_spa_n	CS4_ita_n	CS4_spa_n	DD1_ita_n	DD1_spa_n	DD2_ita_n	DD2_spa_n	DD3_ita_n	DD3_spa_n	DD4_ita_n	DD4_spa_n	DS1_ita_n	DS1_spa_n	DS2_ita_n	DS2_spa_n	DS3_ita_n	DS3_spa_n	DS4_ita_n	DS4_spa_n
Moellerella	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jiangella	0	0	0	0	6	0	84	0	90	0	0	0	0	0	0	0	0	0	0	0	5	0	142	0	0	0	0	0	24	0	6	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	2	3	0	2	0	0	0	0	0	0	0	1	0	0	0	3	0	1	0	0	0	0	0
Fundidesulfovibrio	0	0	0	0	10	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1
Pseudacidovorax	0	0	0	0	7	0	33	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	5	10	10	0	10	0	51	0	0	0	0	0	6	0	1	0	0	0	0	0	2	0	3	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0
Parasphingorhabdus	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	13	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amnimonas	0	0	0	0	8	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oryzicola	0	0	0	0	15	0	56	0	88	0	9	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	4	0	1	0	0	0	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Saezia	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Bauldia	0	0	0	0	4	0	8	0	90	0	105	0	0	0	0	0	0	0	0	0	0	0	11	0	13	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Roseinatronobacter	0	0	0	0	8	0	4	0	0	0	0	0	0	0	17	12	0	0	0	0	0	0	77	0	41	30	0	18	29	0	12	0	65	0	110	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0
Desulfatibacillum	0	0	0	0	11	0	0	0	0	0	0	0	0	0	101	0	43	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Kaiparowitsia	0	0	0	0	7	0	0	0	23	0	5	0	0	0	0	0	0	0	0	0	0	10	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Desulforamulus	0	0	0	0	6	0	0	0	13	0	0	0	0	0	0	0	8	0	0	0	0	0	8	0	0	0	36	0	0	0	16	0	67	0	16	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0
Verticiella	0	0	0	0	7	0	0	20	24	0	42	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
Candidatus Pelethocola	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Allorhizobium	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Silicimonas	0	0	0	0	8	0	0	0	25	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	42	0	7	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
Kineococcus	0	0	0	0	11	0	0	0	182	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Flectobacillus	0	0	0	0	5	0	0	0	10	0	21	0	0	0	0	0	0	0	0	0	10	0	0	0	34	0	12	0	0	0	0	0	19	0	0	0	0	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kitasatospora	0	0	0	0	10	0	0	0	36	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
Sulfuritortus	0	0	0	0	8	0	9	0	0	0	0	0	2	0	0	0	0	0	0	0	5	0	6	0	0	0	8	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ornithinicoccus	0	0	0	0	7	0	0	0	0	0	0	0	0	0	106	0	15	0	0	0	0	19	30	0	71	0	5	0	3280	0	0	0	41	0	205	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	1	0	0	1	0	0	2	0	40	0	0	0	1	0	3	0
Pseudoxanthobacter	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Aquidulcibacter	0	0	0	0	7	0	0	0	184	0	21	0	0	0	0	0	0	0	0	0	0	591	0	708	111	0	13	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0
Fertoeibacter	0	0	0	0	6	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	15	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
Caenispirillum	0	0	0	0	5	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
Aminomonas	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zavarzinia	0	0	0	0	6	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinokineospora	0	0	0	0	4	0	17	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mangrovitalea	0	0	0	0	5	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylorubrum	0	0	0	0	6	0	2545	0	35	0	0	0	0	0	0	0	0	0	0	0	0	727	20	257	45	0	0	68	0	14	0	0	14	13	0	0	0	0	0	0	3	0	3	0	1	0	1	1	2	0	4	0	1	1	0	0	0	8	0	3	0	1	0	7	2	3	0	0	5	2	5	0
Chitinibacter	0	0	0	0	6	0	73	5	36	0	0	0	0	0	14	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0
Atopobium	0	0	0	0	5	0	0	17	0	0	0	0	0	0	31	5	369	0	54	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	1	1	0	8	0	4	0	0	1	2	10	6	15	0	5	0	1	0	0	0	1	0	1	1	1	1	0	0	1	0	0	1
Paenisporosarcina	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1
Niveispirillum	0	0	0	0	7	0	0	0	36	0	0	13	0	0	0	0	0	0	0	0	0	21	0	0	81	0	0	0	10	0	0	0	8	0	4	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oceanicella	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Saccharopolyspora	0	0	0	0	4	0	98	0	12	0	117	0	0	0	17	0	0	0	0	0	25	0	29	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	9	1	2	0	1	0	0	2	0	1	1	0	0	0	1	1	0	0	0	0	2	0
Thioalbus	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paludibacterium	0	0	0	0	5	10	600	7	0	0	0	0	8	0	0	0	0	0	0	20	0	10	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	1	2	0	0	0	0	0	0	5	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0
Crenobacter	0	0	0	0	0	75	592	90	14	0	0	0	0	0	0	0	0	0	0	0	12	30	33	21	0	13	0	0	0	4	0	0	0	0	0	0	0	0	0	0	3	4	0	2	0	0	0	0	1	0	1	0	0	1	0	2	0	2	0	2	1	2	0	1	0	0	0	1	0	0	0	0
Sulfurivermis	0	0	0	0	0	120	22	156	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Mycoplasma	0	0	0	0	0	33	0	17	0	0	0	0	80	0	2704	0	630	0	15413	0	0	15	32	38	0	12	16	4	19	0	106	0	10	0	17	0	0	1	0	1	0	46	1	16	0	58	0	29	9	1	173	3	60	9	51	6	2	10	0	52	1	60	5	40	2	11	12	6	4	4	1	8
Calidifontibacillus	0	0	0	0	0	61	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	10	33	19	12	19	26	0	14	275	20	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	2	1	1	0	0
Thermovorax	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sulfurihydrogenibium	0	0	0	0	0	28	0	0	0	6	0	0	0	0	10	0	0	0	0	0	15	0	11	0	0	0	0	57	11	48	0	0	13	6	0	0	0	0	0	0	0	7	0	3	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	9	0	7	0	0	0	0	0	0
Caldibacillus	0	0	0	0	0	59	0	26	0	0	25	41	0	0	0	0	0	0	0	0	0	9	0	12	0	83	0	194	0	37	0	52	0	1271	0	0	0	0	0	0	0	1	0	6	1	1	0	0	0	0	0	1	1	0	0	0	0	4	0	8	0	17	1	40	0	15	0	15	0	11	0	10
Thermostichus	0	0	0	0	0	34	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thalassospira	0	0	0	0	0	40	24	87	40	0	0	0	111	0	30	0	0	0	0	0	28	5	0	84	45	10	8	84	0	0	0	25	0	0	19	10	0	0	0	0	2	0	0	3	2	0	0	1	1	0	1	0	0	0	1	0	0	1	0	0	2	0	0	0	1	2	0	0	0	0	0	0
Rehaibacterium	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	11	26	0	0	0	0	0	0	0	22	16	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alkalihalobacillus	0	0	0	0	0	26	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	24	0	11	0	0	0	5	0	15	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
Sulfuricystis	0	0	0	0	0	20	19	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
Aquifex	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Caproiciproducens	0	0	0	0	0	22	0	0	0	0	0	0	11	0	16	0	29	0	0	0	4	0	11	0	24	0	19	0	0	0	68	0	0	40	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	2	3	0	0	0	1
Methylocaldum	0	0	0	0	0	32	35	0	0	0	0	0	0	0	120	0	70	0	65	0	0	0	0	0	0	5	0	39	0	75	0	0	10	21	26	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	4	0	1	0	0	0	0	0	0	0	0	1	1	3	0	0	0	1	0	0
Candidimonas	0	0	0	0	0	21	13	19	107	0	0	0	0	0	8	0	0	0	0	0	5	12	31	6	24	0	9	0	0	0	8	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Roseiflexus	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rickettsia	0	0	0	0	0	14	0	0	43	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	34	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	0	1	1	4	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0
Mizugakiibacter	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
Pelomicrobium	0	0	0	0	0	18	6	62	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitratiruptor	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1
Thermosipho	0	0	0	0	0	14	0	6	0	0	0	0	0	0	16	0	0	0	0	0	61	0	0	0	0	79	47	0	0	74	8	0	65	25	9	23	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	7	0	3	0	0	1	1
Streptosporangium	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	16	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Spiribacter	0	0	0	0	0	16	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Promicromonospora	0	0	0	0	0	10	0	26	10	14	28	7	0	0	26	0	0	9	22	0	13	7	7	0	25	0	0	0	28	0	0	0	16	0	41	0	0	0	0	0	0	0	0	0	4	1	1	0	0	0	6	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermoflexus	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Marichromatium	0	0	0	0	0	12	0	8	0	0	0	0	0	0	0	0	0	0	0	0	118	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
Hydrogenobacter	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chitinolyticbacter	0	0	0	0	0	13	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermoleptolyngbya	0	0	0	0	0	10	28	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Shouchella	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Balneatrix	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermolongibacillus	0	0	0	0	0	10	0	31	0	0	0	9	0	0	0	10	0	0	0	0	0	4	0	11	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	9	0	0	0	3	0	3	0	1
Immundisolibacter	0	0	0	0	0	4	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0
Prosthecobacter	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	32	0	16	0	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	2	0	1	0	0	0	0	0	3	1	2	1	0	0	0	0	0	0	0	1
Anaerovibrio	0	0	0	0	0	7	0	4	0	121	0	40	0	4	0	0	1966	6	0	7	0	48	0	22	6	17	17	61	0	0	14	0	80	0	51	0	3	2	0	0	0	5	0	10	0	6	0	3	0	1	9	2	62	4	3	1	0	3	0	10	8	7	1	12	1	1	2	0	5	0	1	8
Inconstantimicrobium	0	0	0	0	0	5	0	27	0	49	0	6	0	0	0	0	16	0	0	0	0	13	0	140	0	22	0	895	0	0	6	0	27	12	0	38	2	0	0	0	0	6	0	7	0	5	0	0	0	1	6	2	4	3	0	3	0	6	0	9	0	13	1	36	0	6	1	1	2	2	0	12
Thermosynechococcus	0	0	0	0	0	6	0	21	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylotetracoccus	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Parasulfuritortus	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	16	0	0	0	0	0	8	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Iodobacter	0	0	0	0	0	11	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	71	0	0	0	10	0	0	0	0	0	13	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Buttiauxella	0	0	0	0	0	10	0	0	11	0	0	42	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0
Lelliottia	0	0	0	0	0	6	0	0	0	0	0	272	0	0	0	0	0	0	0	0	0	1839	0	0	0	0	0	155	0	0	0	0	0	0	0	6	1	0	0	0	0	8	0	0	0	2	0	5	0	1	1	0	1	2	0	0	0	12	0	11	0	0	0	24	0	1	0	0	0	0	0	2
Tibeticola	0	0	0	0	0	6	790	6	0	0	49	0	0	0	0	0	0	0	0	0	30	8	82	0	129	11	34	147	39	19	0	0	152	181	231	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	1	2	0	2	0	4	0	1
Sediminihabitans	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Salmonella	0	0	0	0	0	69	0	0	0	0	32	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	1	0	0	1
Aeribacillus	0	0	0	0	0	20	140	987	0	0	109	11	0	0	0	0	0	0	0	0	0	70	0	49	8	690	0	692	0	137	0	129	0	855	0	62	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	11	0	2	0	3	0	4	0	2
Methylohalobius	0	0	0	0	0	0	353	0	0	0	13	0	164	0	2181	0	1182	0	524	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	106	0	30	0	8	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
